opening,trap_name,clean_moves,commented_moves,metadata
Opening (A02),Opening (A02),1. f4 Nf6 2. c4 d5 3. cxd5 Nxd5 4. d3 e5 5. fxe5 Bb4+ 6. Bd2 Ne3 7. Qa4+ b5 8. Qxb5+ Bd7 9. Qb7 Bc6 10. Qxb4 Nc2+,1. f4 Nf6 2. c4 d5 3. cxd5 Nxd5 4. d3 e5 5. fxe5 Bb4+ 6. Bd2 Ne3 7. Qa4+ b5 8. Qxb5+ Bd7 9. Qb7 Bc6 10. Qxb4 Nc2+,"Quabeck - Heuacker, Frankfurt 1936"
Opening (A02),Opening (A02),1. f4 Nf6 2. e3 d5 3. Nf3 Nc6 4. c4 Bf5 5. Na3 e6 6. b3 Bc5 7. d4 Bb4+ 8. Nd2 Ne4 9. Nab1 Qh4+ 10. Ke2 Qf2+ 11. Kd3 Nc5#,1. f4 Nf6 2. e3 d5 3. Nf3 Nc6 4. c4 Bf5 5. Na3 e6 6. b3 Bc5 7. d4 Bb4+ 8. Nd2 Ne4 9. Nab1 Qh4+ 10. Ke2 Qf2+ 11. Kd3 Nc5#,"Knudsen - Richardson, Iowa 1973"
Opening (A02),Opening (A02),1. f4 e5 2. Nf3 e4 3. Ng5 d5 4. e3 h6 5. Nxf7 Kxf7 6. Qh5+ g6 7. Qe5 Bg7,1. f4 e5 2. Nf3 e4 3. Ng5 d5 4. e3 h6 5. Nxf7 Kxf7 6. Qh5+ g6 7. Qe5 Bg7,"Wageneder - Acs, Balatonbereny 1992"
Opening (A02),Opening (A02),1. f4 e5 2. d3 exf4 3. Bxf4 Nc6 4. Nf3 Bc5 5. c3 d6 6. Nbd2 Nf6 7. Bg5 Ng4 8. Bh4 Qxh4+ 9. Nxh4 Bf2#,1. f4 e5 2. d3 exf4 3. Bxf4 Nc6 4. Nf3 Bc5 5. c3 d6 6. Nbd2 Nf6 7. Bg5 Ng4 8. Bh4 Qxh4+ 9. Nxh4 Bf2#,"Barsalou, N. - Wall, Bill, Dayton 1980"
Opening (A02),Opening (A02),1. f4 e5 2. fxe5 d6 3. exd6 Bxd6 4. b3 Qh4+ 5. g3 Qxg3+ 6. hxg3 Bxg3#,1. f4 e5 2. fxe5 d6 3. exd6 Bxd6 4. b3 Qh4+ 5. g3 Qxg3+ 6. hxg3 Bxg3#,"Mogusar - Trippe, St. Louis 1984"
Opening (A02),Opening (A02),1. f4 e5 2. fxe5 d6 3. exd6 Bxd6 4. d4 Qh4+ 5. Kd2 Qxd4+ 6. Ke1 Qh4+ 7. Kd2 Nf6 8. Nf3 Ne4+ 9. Ke3 Qf4+ 10. Kd3 Nf2+ 11. Kc3 Qb4#,1. f4 e5 2. fxe5 d6 3. exd6 Bxd6 4. d4 Qh4+ 5. Kd2 Qxd4+ 6. Ke1 Qh4+ 7. Kd2 Nf6 8. Nf3 Ne4+ 9. Ke3 Qf4+ 10. Kd3 Nf2+ 11. Kc3 Qb4#,"Riemslag - Cameron, Nijmegen 1978"
Opening (A02),Opening (A02),1. f4 e5 2. fxe5 d6 3. exd6 Bxd6 4. Nf3 Nc6 5. h3 Bg3#,1. f4 e5 2. fxe5 d6 3. exd6 Bxd6 4. Nf3 Nc6 5. h3 Bg3#,"Bodvarson - Olafsson, F., Iceland 1947"
Opening (A02),Opening (A02),1. f4 e5 2. fxe5 d6 3. exd6 Bxd6 4. Nf3 Nc6 5. e4 g5 6. d4 g4 7. Ng5 Nxd4 8. Qxd4 Bg3+ 9. hxg3 Qxd4,1. f4 e5 2. fxe5 d6 3. exd6 Bxd6 4. Nf3 Nc6 5. e4 g5 6. d4 g4 7. Ng5 Nxd4 8. Qxd4 Bg3+ 9. hxg3 Qxd4,"Murtaugh, H. - Wall, Bill, Okinawa 1972"
Opening (A02),Opening (A02),1. f4 e5 2. fxe5 d6 3. exd6 Bxd6 4. Nf3 Nf6 5. Nc3 O-O 6. e4 Re8 7. d3 Ng4 8. Be2 Nxh2 9. Nxh2 Bg3+ 10. Kf1 Qd4,1. f4 e5 2. fxe5 d6 3. exd6 Bxd6 4. Nf3 Nf6 5. Nc3 O-O 6. e4 Re8 7. d3 Ng4 8. Be2 Nxh2 9. Nxh2 Bg3+ 10. Kf1 Qd4,"Lang - Multhopp, H., Philadelphia 1995"
Opening (A02),Opening (A02),1. f4 e5 2. fxe5 d6 3. exd6 Bxd6 4. Nf3 Nf6 5. d4 Ne4 6. c4 O-O 7. e3 Re8 8. Qc2 Bg4 9. h3 Qh4+ 10. Nxh4 Bg3+ 11. Qf2 Bxf2#,1. f4 e5 2. fxe5 d6 3. exd6 Bxd6 4. Nf3 Nf6 5. d4 Ne4 6. c4 O-O 7. e3 Re8 8. Qc2 Bg4 9. h3 Qh4+ 10. Nxh4 Bg3+ 11. Qf2 Bxf2#,"Evans, K. - Nagley, Internet 1997"
Opening (A02),Opening (A02),1. f4 e5 2. fxe5 d6 3. exd6 Bxd6 4. Nf3 Nf6 5. d4 Ng4 6. Nc3 Bxh2 7. Bg5 Bg3+ 8. Kd2 f6 9. Bh4 Nf2 10. Qc1 Nxh1,1. f4 e5 2. fxe5 d6 3. exd6 Bxd6 4. Nf3 Nf6 5. d4 Ng4 6. Nc3 Bxh2 7. Bg5 Bg3+ 8. Kd2 f6 9. Bh4 Nf2 10. Qc1 Nxh1,"Guischard - Gedult, Paris 1972"
Opening (A02),Opening (A02),1. f4 e5 2. fxe5 d6 3. exd6 Bxd6 4. Nf3 Bg4 5. e3 Qf6 6. Nc3 Ne7 7. Ne4 Bxf3 8. Nxf6+ gxf6 9. Qxf3,1. f4 e5 2. fxe5 d6 3. exd6 Bxd6 4. Nf3 Bg4 5. e3 Qf6 6. Nc3 Ne7 7. Ne4 Bxf3 8. Nxf6+ gxf6 9. Qxf3,"Vargyas - Vegvari, Hungary 1994"
Opening (A02),Opening (A02),1. f4 e5 2. fxe5 d6 3. exd6 Bxd6 4. Nf3 g5 5. c3 g4 6. Qa4+ Nc6 7. Nd4 Qh4+ 8. Kd1 g3 9. b4 Qxh2 10. Rxh2 gxh2,1. f4 e5 2. fxe5 d6 3. exd6 Bxd6 4. Nf3 g5 5. c3 g4 6. Qa4+ Nc6 7. Nd4 Qh4+ 8. Kd1 g3 9. b4 Qxh2 10. Rxh2 gxh2,"Linder - Joppen, Germany 1950"
Opening (A02),Opening (A02),1. f4 e5 2. fxe5 d6 3. exd6 Bxd6 4. Nf3 g5 5. c3 g4 6. Qa4+ Nc6 7. Nd4 Qh4+ 8. Kd1 g3 9. b3 Qxh2 10. Rxh2 gxh2,1. f4 e5 2. fxe5 d6 3. exd6 Bxd6 4. Nf3 g5 5. c3 g4 6. Qa4+ Nc6 7. Nd4 Qh4+ 8. Kd1 g3 9. b3 Qxh2 10. Rxh2 gxh2,"Bird - Gunsberg, Hastings 1892"
Opening (A02),Opening (A02),1. f4 e5 2. fxe5 d6 3. exd6 Bxd6 4. Nf3 g5 5. d4 g4 6. Ng5 c5 7. h3 Bg3+ 8. Kd2 Qxd4#,1. f4 e5 2. fxe5 d6 3. exd6 Bxd6 4. Nf3 g5 5. d4 g4 6. Ng5 c5 7. h3 Bg3+ 8. Kd2 Qxd4#,"MacBrayne - Crichton, Scotland 1980"
Opening (A02),Opening (A02),1. f4 e5 2. fxe5 d6 3. exd6 Bxd6 4. Nf3 g5 5. e4 g4 6. Nd4 Qh4+ 7. Ke2 g3 8. d3 Qxh2 9. Rxh2 gxh2,1. f4 e5 2. fxe5 d6 3. exd6 Bxd6 4. Nf3 g5 5. e4 g4 6. Nd4 Qh4+ 7. Ke2 g3 8. d3 Qxh2 9. Rxh2 gxh2,"Gliksteen - Lawrence, Ohio 1971"
Opening (A02),Opening (A02),1. f4 e5 2. fxe5 d6 3. exd6 Bxd6 4. Nf3 g5 5. e4 g4 6. Ng1 Qh4+ 7. Ke2 g3 8. Nc3 Qxh2 9. Rxh2 gxh2,1. f4 e5 2. fxe5 d6 3. exd6 Bxd6 4. Nf3 g5 5. e4 g4 6. Ng1 Qh4+ 7. Ke2 g3 8. Nc3 Qxh2 9. Rxh2 gxh2,"Natapov - Radobarin, USSR 1969"
Opening (A02),Opening (A02),1. f4 e5 2. fxe5 d6 3. exd6 Bxd6 4. Nf3 g5 5. h3 Bg3#,1. f4 e5 2. fxe5 d6 3. exd6 Bxd6 4. Nf3 g5 5. h3 Bg3#,"Rossetti - Gedult, Paris 1973"
Opening (A02),Opening (A02),1. f4 e5 2. fxe5 d6 3. exd6 Bxd6 4. Nf3 h5 5. g3 h4 6. Nxh4 Rxh4 7. gxh4 Qxh4#,1. f4 e5 2. fxe5 d6 3. exd6 Bxd6 4. Nf3 h5 5. g3 h4 6. Nxh4 Rxh4 7. gxh4 Qxh4#,"Warren, R. - Wall, Bill, North Carlina 1975"
Opening (A02),Opening (A02),1. f4 e5 2. fxe5 d6 3. exd6 Bxd6 4. Nf3 Nh6 5. e4 Ng4 6. Qe2 O-O 7. Nc3 f5 8. d3 fxe4 9. dxe4 Nxh2 10. Nxh2 Bg3+,1. f4 e5 2. fxe5 d6 3. exd6 Bxd6 4. Nf3 Nh6 5. e4 Ng4 6. Qe2 O-O 7. Nc3 f5 8. d3 fxe4 9. dxe4 Nxh2 10. Nxh2 Bg3+,"Lowenthal - Wendeker, Lvov 1934"
Opening (A02),Opening (A02),1. f4 e5 2. fxe5 d6 3. exd6 Bxd6 4. g3 Qg5 5. Nf3 Qxg3+ 6. hxg3 Bxg3#,1. f4 e5 2. fxe5 d6 3. exd6 Bxd6 4. g3 Qg5 5. Nf3 Qxg3+ 6. hxg3 Bxg3#,"NN - Du Mont, France 1802"
Opening (A02),Opening (A02),1. f4 e5 2. fxe5 Qh4+ 3. g3 Qe4 4. Nf3 Nc6 5. Nc3 Qf5 6. e4 Qe6 7. d4 Qe7 8. Bg5 Qb4 9. a3 Qxb2 10. Na4,1. f4 e5 2. fxe5 Qh4+ 3. g3 Qe4 4. Nf3 Nc6 5. Nc3 Qf5 6. e4 Qe6 7. d4 Qe7 8. Bg5 Qb4 9. a3 Qxb2 10. Na4,"Greco - NN, Italy 1620"
Opening (C23),Opening (C23),1. e4 e5 2. Bc4 Bc5 3. c3 Nf6 4. d4 exd4 5. e5 d5 6. exf6 dxc4 7. Qh5 Bf8 8. Qe5+ Be6 9. fxg7,1. e4 e5 2. Bc4 Bc5 3. c3 Nf6 4. d4 exd4 5. e5 d5 6. exf6 dxc4 7. Qh5 Bf8 8. Qe5+ Be6 9. fxg7,"Ursell - O'Hanlon, Southsea 1949"
Opening (C23),Opening (C23),1. e4 e5 2. Bc4 Bc5 3. b4 Bb6 4. Nc3 Nf6 5. Nf3 Nxe4 6. Bxf7+ Kxf7 7. Nxe5+ Ke6 8. Nxe4 Kxe5 9. Bb2+ Kxe4 10. Qf3#,1. e4 e5 2. Bc4 Bc5 3. b4 Bb6 4. Nc3 Nf6 5. Nf3 Nxe4 6. Bxf7+ Kxf7 7. Nxe5+ Ke6 8. Nxe4 Kxe5 9. Bb2+ Kxe4 10. Qf3#,"Oskam - Grosjean, Rotterdam 1930"
Opening (C23),Opening (C23),1. e4 e5 2. Bc4 Bc5 3. d3 Nc6 4. Nh3 Qh4 5. Bg5,1. e4 e5 2. Bc4 Bc5 3. d3 Nc6 4. Nh3 Qh4 5. Bg5,"Wall, Bill - Stroud, D., North Carolina 1977"
Opening (C23),Opening (C23),1. e4 e5 2. Bc4 Bc5 3. Qh5 g6 4. Qxe5+,1. e4 e5 2. Bc4 Bc5 3. Qh5 g6 4. Qxe5+,"Meyer - Newcomb, Los Angeles 1952"
Opening (C23),Opening (C23),1. e4 e5 2. Bc4 Bc5 3. Qh5 Qe7 4. Nc3 c6 5. Nf3 Nf6 6. Qxe5 Bxf2+ 7. Kxf2 Ng4+,1. e4 e5 2. Bc4 Bc5 3. Qh5 Qe7 4. Nc3 c6 5. Nf3 Nf6 6. Qxe5 Bxf2+ 7. Kxf2 Ng4+,"NN - Greco, Italy 1620"
Opening (C23),Opening (C23),1. e4 e5 2. Bc4 Nc6 3. d3 Na5 4. Bxf7+ Kxf7 5. Qh5+ g6 6. Qxe5,1. e4 e5 2. Bc4 Nc6 3. d3 Na5 4. Bxf7+ Kxf7 5. Qh5+ g6 6. Qxe5,"Langeweg - Ten, Netherlands 1983"
Opening (C23),Opening (C23),1. e4 e5 2. Bc4 Nc6 3. d3 Na5 4. Bxf7+ Kxf7 5. Qh5+ Ke6 6. Qf5+ Kd6 7. d4 Qf6 8. dxe5+ Qxe5 9. Bf4,1. e4 e5 2. Bc4 Nc6 3. d3 Na5 4. Bxf7+ Kxf7 5. Qh5+ Ke6 6. Qf5+ Kd6 7. d4 Qf6 8. dxe5+ Qxe5 9. Bf4,"Boros - Saller, Europe 1995"
Opening (C23),Opening (C23),1. e4 e5 2. Bc4 Nc6 3. Qf3 Nf6 4. Bd5 Nd4 5. Qc3 c6 6. Bc4 Nxe4 7. Qd3 d5 8. f3 Qh4+ 9. g3 Nxg3,1. e4 e5 2. Bc4 Nc6 3. Qf3 Nf6 4. Bd5 Nd4 5. Qc3 c6 6. Bc4 Nxe4 7. Qd3 d5 8. f3 Qh4+ 9. g3 Nxg3,"Yarray - Wall, Internet 1996"
Opening (C23),Opening (C23),1. e4 e5 2. Bc4 Nc6 3. Qg4 d5,1. e4 e5 2. Bc4 Nc6 3. Qg4 d5,"AsphaltBoy - Wall, Internet 1996"
Opening (C23),Opening (C23),1. e4 e5 2. Bc4 Nc6 3. Qh5 d6 4. Qxf7#,1. e4 e5 2. Bc4 Nc6 3. Qh5 d6 4. Qxf7#,"Brady - NN, USA 1993"
Opening (C23),Opening (C23),1. e4 e5 2. Bc4 c6 3. Nf3 d5 4. exd5 Bg4 5. Qe2 Bxf3 6. Qxf3 b5 7. dxc6 bxc4 8. c7 e4 9. Qxe4+ Qe7 10. c8=Q#,1. e4 e5 2. Bc4 c6 3. Nf3 d5 4. exd5 Bg4 5. Qe2 Bxf3 6. Qxf3 b5 7. dxc6 bxc4 8. c7 e4 9. Qxe4+ Qe7 10. c8=Q#,"Wall, Bill - Webcrawler, Internet 1997"
Opening (C24),Opening (C24),1. e4 e5 2. Bc4 Nf6 3. d3 c6 4. Nf3 d5 5. Bb3 dxe4 6. Nxe5 Qa5+,1. e4 e5 2. Bc4 Nf6 3. d3 c6 4. Nf3 d5 5. Bb3 dxe4 6. Nxe5 Qa5+,"Tammela - Kiltti, Europe 1992"
Opening (C24),Opening (C24),1. e4 e5 2. Bc4 Nf6 3. d3 d5 4. exd5 Nxd5 5. Nf3 Nc6 6. O-O Be7 7. Re1 Bf6 8. Bb5 Bg4 9. Nxe5 Bxd1 10. Nxc6+ Kf8 11. Nxd8,1. e4 e5 2. Bc4 Nf6 3. d3 d5 4. exd5 Nxd5 5. Nf3 Nc6 6. O-O Be7 7. Re1 Bf6 8. Bb5 Bg4 9. Nxe5 Bxd1 10. Nxc6+ Kf8 11. Nxd8,"Malaschitz - Aouriri, Internet 1997"
Opening (C24),Opening (C24),1. e4 e5 2. Bc4 Nf6 3. d4 exd4 4. e5 d5 5. exd6 Bxd6 6. Qxd4 Bb4+,1. e4 e5 2. Bc4 Nf6 3. d4 exd4 4. e5 d5 5. exd6 Bxd6 6. Qxd4 Bb4+,"Hejny - Jerabek, Czechoslovakia 1993"
Opening (C24),Opening (C24),1. e4 e5 2. Bc4 Nf6 3. d4 Nxe4 4. dxe5 d6 5. Qd5 Be6 6. Qxb7 Bxc4 7. Qxa8 dxe5 8. Qxe4,1. e4 e5 2. Bc4 Nf6 3. d4 Nxe4 4. dxe5 d6 5. Qd5 Be6 6. Qxb7 Bxc4 7. Qxa8 dxe5 8. Qxe4,"Linke - Huber, Germany 1992"
Opening (D00),Opening (D00),1. d4 d5 2. e4 Nf6 3. e5 Ne4 4. f3,1. d4 d5 2. e4 Nf6 3. e5 Ne4 4. f3,"Wall, Bill - Snitch, Internet 1996"
Opening (D00),Opening (D00),1. d4 d5 2. e4 dxe4 3. Nc3 c5 4. Bc4 Qxd4 5. Nd5 Qxc4 6. Nc7#,1. d4 d5 2. e4 dxe4 3. Nc3 c5 4. Bc4 Qxd4 5. Nd5 Qxc4 6. Nc7#,"Gedult - Deverrier, France 1973"
Opening (D00),Opening (D00),1. d4 d5 2. e4 dxe4 3. Nc3 Nc6 4. d5 Ne5 5. Qd4 Ng6 6. Bb5+ c6 7. dxc6 Qxd4 8. cxb7+ Kd8 9. bxa8=Q,1. d4 d5 2. e4 dxe4 3. Nc3 Nc6 4. d5 Ne5 5. Qd4 Ng6 6. Bb5+ c6 7. dxc6 Qxd4 8. cxb7+ Kd8 9. bxa8=Q,"Wall, Bill - Robison, Los Angeles 1969"
Opening (D00),Opening (D00),1. d4 d5 2. e4 dxe4 3. Nc3 e5 4. Qe2 Qxd4 5. Qxe4 Bb4 6. Bd2 Bxc3,1. d4 d5 2. e4 dxe4 3. Nc3 e5 4. Qe2 Qxd4 5. Qxe4 Bb4 6. Bd2 Bxc3,"Plath - Pohl, Corr. 1988"
Opening (D00),Opening (D00),1. d4 d5 2. e4 dxe4 3. Nc3 f5 4. f3 Nc6 5. Bb5 exf3 6. Nxf3 Nh6 7. Bxh6 gxh6 8. Ne5 a6 9. Qh5#,1. d4 d5 2. e4 dxe4 3. Nc3 f5 4. f3 Nc6 5. Bb5 exf3 6. Nxf3 Nh6 7. Bxh6 gxh6 8. Ne5 a6 9. Qh5#,"Wall, Bill - DieHappy, Internet 1996"
Opening (D00),Opening (D00),1. d4 d5 2. e4 dxe4 3. Nc3 Nf6 4. f3 c5 5. Bf4 cxd4 6. Nb5 Nd5 7. Bxb8 Ne3 8. Nc7+ Qxc7 9. Bxc7 Nxd1 10. Rxd1,1. d4 d5 2. e4 dxe4 3. Nc3 Nf6 4. f3 c5 5. Bf4 cxd4 6. Nb5 Nd5 7. Bxb8 Ne3 8. Nc7+ Qxc7 9. Bxc7 Nxd1 10. Rxd1,"Gedult - Zweigberg, Paris 1971"
Opening (D00),Opening (D00),1. d4 d5 2. e4 dxe4 3. Nc3 Nf6 4. f3 exf3 5. Nxf3 c6 6. Bc4 Nbd7 7. Ng5 Nd5 8. Nxd5 cxd5 9. Nxf7 Kxf7 10. Qh5+ g6 11. Qxd5+ e6 12. Qxe6+ Kg7 13. Qf7#,1. d4 d5 2. e4 dxe4 3. Nc3 Nf6 4. f3 exf3 5. Nxf3 c6 6. Bc4 Nbd7 7. Ng5 Nd5 8. Nxd5 cxd5 9. Nxf7 Kxf7 10. Qh5+ g6 11. Qxd5+ e6 12. Qxe6+ Kg7 13. Qf7#,"Stapelfeld - Stock, Postal 1980"
Opening (D00),Opening (D00),1. d4 d5 2. e4 dxe4 3. Nc3 Nf6 4. f3 exf3 5. Nxf3 Bf5 6. Ne5 h5 7. Qf3 Qc8 8. Bc4 e6 9. Bg5 Ng4 10. Qxf5 exf5 11. Bxf7#,1. d4 d5 2. e4 dxe4 3. Nc3 Nf6 4. f3 exf3 5. Nxf3 Bf5 6. Ne5 h5 7. Qf3 Qc8 8. Bc4 e6 9. Bg5 Ng4 10. Qxf5 exf5 11. Bxf7#,"Leisebein - Burk, V., Corr. 1986"
Opening (D00),Opening (D00),1. d4 d5 2. e4 dxe4 3. Nc3 Nf6 4. f3 exf3 5. Nxf3 Bg4 6. Bf4 Bxf3 7. Qxf3 Qxd4 8. Qxb7 Qxf4 9. Qc8#,1. d4 d5 2. e4 dxe4 3. Nc3 Nf6 4. f3 exf3 5. Nxf3 Bg4 6. Bf4 Bxf3 7. Qxf3 Qxd4 8. Qxb7 Qxf4 9. Qc8#,"Wall, Bill - Scal, Internet 1996"
Opening (D00),Opening (D00),1. d4 d5 2. e4 dxe4 3. Nc3 Nf6 4. f3 exf3 5. Nxf3 g6 6. Bc4 Bg7 7. h4 Nbd7 8. Bxf7+ Kxf7 9. Ng5+ Ke8 10. Ne6,1. d4 d5 2. e4 dxe4 3. Nc3 Nf6 4. f3 exf3 5. Nxf3 g6 6. Bc4 Bg7 7. h4 Nbd7 8. Bxf7+ Kxf7 9. Ng5+ Ke8 10. Ne6,"Purser, T. - Weinberg, Corr. 1983"
Opening (D00),Opening (D00),1. d4 d5 2. e4 dxe4 3. Nc3 Nf6 4. f3 exf3 5. Qxf3 Nc6 6. Bb5 Qxd4 7. Bxc6+ bxc6 8. Qxc6+,1. d4 d5 2. e4 dxe4 3. Nc3 Nf6 4. f3 exf3 5. Qxf3 Nc6 6. Bb5 Qxd4 7. Bxc6+ bxc6 8. Qxc6+,"De Vore - Silman, Corr. 1968"
Opening (D00),Opening (D00),1. d4 d5 2. e4 dxe4 3. Nc3 Nf6 4. f3 exf3 5. Qxf3 Qxd4 6. Be3 Qb4 7. O-O-O e5 8. Nb5 Na6 9. a3 Qe4 10. Qf2 Ng4 11. Bg5 f6,1. d4 d5 2. e4 dxe4 3. Nc3 Nf6 4. f3 exf3 5. Qxf3 Qxd4 6. Be3 Qb4 7. O-O-O e5 8. Nb5 Na6 9. a3 Qe4 10. Qf2 Ng4 11. Bg5 f6,"Van Eijk - Carvalho, Internet 1996"
Opening (D00),Opening (D00),1. d4 d5 2. e4 dxe4 3. Nc3 Nf6 4. f3 exf3 5. Qxf3 Qxd4 6. Be3 Qb4 7. O-O-O e5 8. Nb5 Na6 9. Bg5 e4 10. Bxf6 exf3 11. Rd8#,1. d4 d5 2. e4 dxe4 3. Nc3 Nf6 4. f3 exf3 5. Qxf3 Qxd4 6. Be3 Qb4 7. O-O-O e5 8. Nb5 Na6 9. Bg5 e4 10. Bxf6 exf3 11. Rd8#,"Wall, Bill - Millimaci, S., Mountain View, CA 1987"
Opening (D00),Opening (D00),1. d4 d5 2. e4 dxe4 3. Nc3 Nf6 4. f3 exf3 5. Qxf3 Qxd4 6. Be3 Qb4 7. O-O-O Bg4 8. Nb5 Qa5 9. Qxb7 Bxd1 10. Qc8#,1. d4 d5 2. e4 dxe4 3. Nc3 Nf6 4. f3 exf3 5. Qxf3 Qxd4 6. Be3 Qb4 7. O-O-O Bg4 8. Nb5 Qa5 9. Qxb7 Bxd1 10. Qc8#,"Ewald - Pfaus, Frankfurt 1991"
Opening (D00),Opening (D00),1. d4 d5 2. e4 dxe4 3. Nc3 Nf6 4. f3 exf3 5. Qxf3 Qxd4 6. Be3 Qb4 7. O-O-O Bg4 8. Nb5 Na6 9. Qxb7 Rc8 10. Nxc7+,1. d4 d5 2. e4 dxe4 3. Nc3 Nf6 4. f3 exf3 5. Qxf3 Qxd4 6. Be3 Qb4 7. O-O-O Bg4 8. Nb5 Na6 9. Qxb7 Rc8 10. Nxc7+,"Wall, Bill - Corrie, Thailand 1974"
Opening (D00),Opening (D00),1. d4 d5 2. e4 dxe4 3. Nc3 Nf6 4. f3 exf3 5. Qxf3 Qxd4 6. Be3 Qb4 7. O-O-O Bg4 8. Nb5 Nfd7 9. Qxb7,1. d4 d5 2. e4 dxe4 3. Nc3 Nf6 4. f3 exf3 5. Qxf3 Qxd4 6. Be3 Qb4 7. O-O-O Bg4 8. Nb5 Nfd7 9. Qxb7,"Kennedy - Goldberg, New Jersey 1992"
Opening (D00),Opening (D00),1. d4 d5 2. e4 dxe4 3. Nc3 Nf6 4. f3 exf3 5. Qxf3 Qxd4 6. Be3 Qb4 7. O-O-O Bg4 8. Nb5 e5 9. Nxc7+ Ke7 10. Qxb7 Qxb7 11. Bc5#,1. d4 d5 2. e4 dxe4 3. Nc3 Nf6 4. f3 exf3 5. Qxf3 Qxd4 6. Be3 Qb4 7. O-O-O Bg4 8. Nb5 e5 9. Nxc7+ Ke7 10. Qxb7 Qxb7 11. Bc5#,"Bartsch - Jennen, Germany 1948"
Opening (D00),Opening (D00),1. d4 d5 2. e4 dxe4 3. Nc3 Nf6 4. f3 exf3 5. Qxf3 Qxd4 6. Be3 Qe5 7. O-O-O Bg4 8. Qxb7 Qxe3+ 9. Kb1 Bxd1 10. Qc8#,1. d4 d5 2. e4 dxe4 3. Nc3 Nf6 4. f3 exf3 5. Qxf3 Qxd4 6. Be3 Qe5 7. O-O-O Bg4 8. Qxb7 Qxe3+ 9. Kb1 Bxd1 10. Qc8#,"Baitsch - Pahlke, Baden 1956"
Opening (D00),Opening (D00),1. d4 d5 2. e4 dxe4 3. Nc3 Nf6 4. f3 exf3 5. Qxf3 Qxd4 6. Be3 Qg4 7. Qf2 Qb4 8. O-O-O Nc6 9. Nb5 Qa5 10. Qe1,1. d4 d5 2. e4 dxe4 3. Nc3 Nf6 4. f3 exf3 5. Qxf3 Qxd4 6. Be3 Qg4 7. Qf2 Qb4 8. O-O-O Nc6 9. Nb5 Qa5 10. Qe1,"Welling - Scheeren, Eindhoven 1987"
Opening (A51),Opening (A51),1. d4 Nf6 2. c4 e5 3. d5 Bb4+ 4. Nc3 d6 5. Qa4+,1. d4 Nf6 2. c4 e5 3. d5 Bb4+ 4. Nc3 d6 5. Qa4+,"Gueye - Tonci, Sharjah 1985"
Opening (A51),Opening (A51),1. d4 Nf6 2. c4 e5 3. d5 Bc5 4. Bg5 Ne4 5. Bxd8 Bxf2#,1. d4 Nf6 2. c4 e5 3. d5 Bc5 4. Bg5 Ne4 5. Bxd8 Bxf2#,"Arnold - Hanauer, Philadelphia 1936"
Opening (A51),Opening (A51),1. d4 Nf6 2. c4 e5 3. d5 Bc5 4. Bg5 Ne4 5. Be3 Bxe3 6. fxe3 Qh4+ 7. g3 Nxg3 8. Nf3 Qh6,1. d4 Nf6 2. c4 e5 3. d5 Bc5 4. Bg5 Ne4 5. Be3 Bxe3 6. fxe3 Qh4+ 7. g3 Nxg3 8. Nf3 Qh6,"Wacker - Klein, Germany 1993"
Opening (A51),Opening (A51),1. d4 Nf6 2. c4 e5 3. dxe5 Ne4 4. a3 d6 5. exd6 Bxd6 6. g3 Nxf2 7. Kxf2 Bxg3+,1. d4 Nf6 2. c4 e5 3. dxe5 Ne4 4. a3 d6 5. exd6 Bxd6 6. g3 Nxf2 7. Kxf2 Bxg3+,"Warren - Selman, Corr. 1930"
Opening (A51),Opening (A51),1. d4 Nf6 2. c4 e5 3. dxe5 Ne4 4. Qc2 Bb4+ 5. Nd2 d5 6. exd6 Bf5 7. Qa4+ Nc6 8. a3 Nc5 9. dxc7 Qe7 10. Qd1 Nd3#,1. d4 Nf6 2. c4 e5 3. dxe5 Ne4 4. Qc2 Bb4+ 5. Nd2 d5 6. exd6 Bf5 7. Qa4+ Nc6 8. a3 Nc5 9. dxc7 Qe7 10. Qd1 Nd3#,"Lagha - Contedini, Leipzig 1960"
Opening (A51),Opening (A51),1. d4 Nf6 2. c4 e5 3. dxe5 Ne4 4. Qc2 d5 5. cxd5 Qxd5 6. Qxc7 Bb4+ 7. Nd2 Nxd2 8. Qxc8+ Ke7 9. Qc7+ Ke6,1. d4 Nf6 2. c4 e5 3. dxe5 Ne4 4. Qc2 d5 5. cxd5 Qxd5 6. Qxc7 Bb4+ 7. Nd2 Nxd2 8. Qxc8+ Ke7 9. Qc7+ Ke6,"Bloemen - Gedult, Paris 1971"
Opening (A51),Opening (A51),1. d4 Nf6 2. c4 e5 3. dxe5 Ne4 4. f3 Bb4+ 5. Bd2 Qh4+ 6. g3 Nxg3 7. Bxb4 Ne4#,1. d4 Nf6 2. c4 e5 3. dxe5 Ne4 4. f3 Bb4+ 5. Bd2 Qh4+ 6. g3 Nxg3 7. Bxb4 Ne4#,"Rabott - Wall, Bill, Internet 1996"
