opening,trap_name,clean_moves,commented_moves,metadata
Center Counter Defense,Scandinavian Defense,1.e4 d5 2.exd5 Nf6 3.Nc3 Nxd5 4.Bc4 Nxc3 5.Qf3 e6 6.Qxc3 Nc6 7.Nf3 h6 8.Bb5,"1.e4 d5 2.exd5 Nf6 3.Nc3 Nxd5 4.Bc4 Nxc3 5.Qf3 (threatening 6.Qxf7+) 5...e6 6.Qxc3 Nc6 7.Nf3 h6 8.Bb5, winning the Knight","Ourmet - Cierniak, Paris 1989"
Center Counter Defense,Scandinavian Defense,1.e4 d5 2.exd5 Nf6 3.Nc3 e6 4.dxe6 Bxe6 5.d4 Bb4 6.Nf3 O-O 7.Bd2 Re8 8.Ng5 Bxc3 9.Bxc3 Bg4+ 10.Be2 Rxe2+,1.e4 d5 2.exd5 Nf6 3.Nc3 e6 4.dxe6 Bxe6 5.d4 Bb4 6.Nf3 O-O 7.Bd2 Re8 8.Ng5 Bxc3 9.Bxc3 Bg4+ 10.Be2 Rxe2+ wins the Queen,"Xfile - Wall, Internet 1997"
Center Counter Defense,Scandinavian Defense,1.e4 d5 2.exd5 Nf6 3.d4 Nxd5 4.c4 Nb4 5.Qa4+ N8c6 6.a3 Na6 7.d5 Nc5 8.Qb5 e6 9.dxc6 b6 10.Ke2 a5 11.Ba6,"1.e4 d5 2.exd5 Nf6 3.d4 Nxd5 4.c4 Nb4 5.Qa4+ N8c6 6.a3 Na6 7.d5 Nc5 8.Qb5 e6 9.dxc6 b6 10.Ke2 a5, threatening 11...Ba6 and trapping the Queen","Kelics - Simic, Postal 1792"
Center Counter Defense,Scandinavian Defense,1.e4 d5 2.exd5 Nf6 3.d4 Bg4 4.Be2 Qxd5 5.Bxg4 Qe4+ 6.Be2 Qxg2 7.Bf3,1.e4 d5 2.exd5 Nf6 3.d4 Bg4 4.Be2 Qxd5? [4…Bxe2 is best] 5.Bxg4 Qe4+ 6.Be2 Qxg2 7.Bf3 traps the Queen,"Lapshun - Gouret, New York 1992"
Center Counter Defense,Scandinavian Defense,1.e4 d5 2.Nf3 dxe4 3.Ng5 Qd5 4.d3 exd3 5.Bxd3 Qxg2 6.Be4,"1.e4 d5 2.Nf3 (usual is 2.exd5 Qxd5 3.Nc3) 2...dxe4 3.Ng5 Qd5 4.d3 exd3 5.Bxd3 Qxg2?? 6.Be4, trapping the Queen","Krejcik - Takacs, Vienna 1920"
Center Game,Danish Gambit,1.e4 e5 2.d4 exd4 3.c3 dxc3 4.Nxc3 Nf6 5.Bc4 Nxe4 6.Bf4 Nxe4 7.Nd5 Qd8 8.Nxc7+ Ke7 9.Qd5,1.e4 e5 2.d4 exd4 3.c3 [the Danish Gambit] dxc3 4.Nxc3 Nf6 5.Bc4 Nxe4 6.Bf4 Nxe4 7.Nd5 Qd8 8.Nxc7+ Ke7 9.Qd5 leads to mate,"Wall - Duke, Internet 1997"
Center Game,Center Game,1.e4 e5 2.d4 exd4 3.c3 dxc3 4.Bc4 cxb2 5.Bxb2 d6 6.Nf3 Nf6 7.O-O Nbd7 8.e5 Nxe5 9.Nxe5 dxe5 10.Bxf7+ Ke7 11.Ba3+ Kxf7 12.Qxd8,"1.e4 e5 2.d4 exd4 3.c3 dxc3 4.Bc4 cxb2 5.Bxb2 d6 6.Nf3 Nf6 7.O-O Nbd7 8.e5 Nxe5 9.Nxe5 dxe5?? [9…Be6 is a little better] 10.Bxf7+ Ke7 [10…Kxf7 11.Qxd8 wins the Queen] 11.Ba3+, now White wins the Queen after 11…Kxf7 12.Qxd8","Gibbs - Davie, England 1916"
Center Game,Center Game,1.e4 e5 2.d4 exd4 3.c3 dxc3 4.Bc4 cxb2 5.Bxb2 Qg5 6.Nf3 Qxg2 7.Bxf7+ Kxf7 8.Rg1 Qh3 9.Ng5+,1.e4 e5 2.d4 exd4 3.c3 dxc3 4.Bc4 cxb2 5.Bxb2 Qg5 6.Nf3 Qxg2 7.Bxf7+ Kxf7 8.Rg1 Qh3 9.Ng5+ forking King and Queen,"Wall - Van Guilder, Guam 1974"
Center Game,Center Game,1.e4 e5 2.d4 exd4 3.c3 d5 4.Qxd4 Nf6 5.Bg5 Be6 6.e5 h6 7.exf6 hxg5 8.fxg7,1.e4 e5 2.d4 exd4 3.c3 d5 4.Qxd4 Nf6 5.Bg5 Be6 6.e5 h6 [better is 6…Nc6] 7.exf6 hxg5 8.fxg7 wins a piece,"Kirby - Smith, Sunnyvale, CA 1985"
Center Game,Center Game,1.e4 e5 2.d4 exd4 3.c3 d5 4.exd5 Qxd5 5.Nf3 Nc6 6.Nxd4 Nxd4 7.cxd4 Nf6 8.Nc3 Bb4 9.Qa4+,"1.e4 e5 2.d4 exd4 3.c3 d5 4.exd5 Qxd5 5.Nf3 Nc6 6.Nxd4 Nxd4 7.cxd4 Nf6 8.Nc3 Bb4?? [the Queen must move] 9.Qa4+, winning the Bishop","Smith - Cohn, Hanover 1902"
Center Game,Center Game,1.e4 e5 2.d4 exd4 3.Bc4 Nf6 4.Qe2 Qe7 5.e5 d5 6.exf6 Qxe2+ 7.Bxe2,1.e4 e5 2.d4 exd4 3.Bc4 Nf6 4.Qe2 Qe7 5.e5 d5? [Black should retreat with 5…Ng8] 6.exf6 Qxe2+ 7.Bxe2,"Regan - Kichinski, Sunnyvale 1988"
Center Game,Center Game,1.e4 e5 2.d4 exd4 3.Bc4 Nf6 4.e5 d5 5.Bb3 Ne4 6.Ne2 Bc5 7.f3 Qh4+ 8.g3 d3 9.gxh4 Bf2+ 10.Kf1 Bh3#,1.e4 e5 2.d4 exd4 3.Bc4 Nf6 4.e5 d5 5.Bb3 Ne4 6.Ne2 Bc5 7.f3 Qh4+ 8.g3 d3 9.gxh4?? [9.Qxd3 is best] 9…Bf2+ 10.Kf1 Bh3 mate,"Stevenson - Mariotti, Nottingham"
Center Game,Center Game,1.e4 e5 2.d4 exd4 3.Qxd4 Nc6 4.Qa4 Qe7 5.Nc3 Nf6 6.Bg5 d5 7.O-O-O dxe4 8.Nxe4 Qxe4 9.Rd8+ Kxd8 10.Qxe4,"1.e4 e5 2.d4 exd4 3.Qxd4 Nc6 4.Qa4 Qe7 5.Nc3 Nf6 6.Bg5 d5 7.O-O-O dxe4 8.Nxe4 Qxe4 9.Rd8+! Kxd8 10.Qxe4, wins the Queen","Wall - Davidson, Hickory, NC 1975"
Center Game,Center Game,1.e4 e5 2.d4 exd4 3.Qxd4 Nc6 4.Qa4 Nf6 5.Nc3 d5 6.Bg5 dxe4 7.Nxe4 Qe7 8.O-O-O Qxe4 9.Rd8+ Kxd8 10.Qxe4,1.e4 e5 2.d4 exd4 3.Qxd4 Nc6 4.Qa4 Nf6 5.Nc3 d5 6.Bg5 dxe4 7.Nxe4 Qe7 8.O-O-O Qxe4 [safer is 8…Bd7] 9.Rd8+! Kxd8 10.Qxe4 wins the Queen,"Bronstein - Unknown, Sochi 1950"
Center Game,Center Game,1.e4 e5 2.d4 exd4 3.Qxd4 Nc6 4.Qe3 Nf6 5.Bc4 Ne5 6.Bb3 Bb4+ 7.c3 Bc5 8.Qg3 Bxf2+ 9.Kxf2 Nxe4+,"1.e4 e5 2.d4 exd4 3.Qxd4 Nc6 4.Qe3 (4.Qc3?? Bb4 wins the Queen, Memo - Wall, Internet 1996) Nf6 5.Bc4 Ne5 6.Bb3 Bb4+ 7.c3 Bc5 8.Qg3 Bxf2+! 9.Kxf2 Nxe4+ winning the Queen","Unknown - Leonhardt, Leipzig 1903"
Center Game,Center Game,1.e4 e5 2.d4 exd4 3.Qxd4 Qf6 4.Qe3 Nh6 5.Nc3 Ng4 6.Nd5 Qc6 7.Qf4 d6 8.Bb5 Qxb5 9.Nxc7+,1.e4 e5 2.d4 exd4 3.Qxd4 Qf6 4.Qe3 Nh6 5.Nc3 Ng4 6.Nd5 Qc6? [6…Qd8 is better] 7.Qf4 [threatening 8.Nxc7+] 7…d6 8.Bb5 wins the Queen since 8…Qxb5 9.Nxc7 forks Queen and King,"Barnett - Eastwood, Postal 1949"
Center Game,Center Game,1.e4 e5 2.d4 d5 3.Nc3 exd4 4.Qxd4 dxe4 5.Nd5 c6 6.Qe5+ Kd7 7.Qf5+ Kd6 8.Bf4+ Kc5 9.b4+ Kd4 10.c3#,1.e4 e5 2.d4 d5 3.Nc3 exd4 4.Qxd4 dxe4 5.Nd5 c6 6.Qe5+ Kd7 7.Qf5+ Kd6?? [7…Ke8 looks like the only good move] 8.Bf4+ Kc5 9.b4+ Kd4 10.c3 mate,"Sas - Unknown, Sambor 1904"
Center Game,Center Game,1.e4 e5 2.d4 d6 3.c3 Bd7 4.Bc4 Nf6 5.Qb3 Qe7 6.Qxb7 Bc6 7.Qc8+ Qd8 8.Bxf7+ Ke7 9.Qe6#,1.e4 e5 2.d4 d6 3.c3 Bd7 4.Bc4 Nf6 5.Qb3 Qe7 6.Qxb7 Bc6 7.Qc8+ Qd8 8.Bxf7+! Ke7 9.Qe6 mate,"Steinitz - Unknown, New York 1890"
Center Game,Center Game,1.e4 e5 2.d4 f6 3.dxe5 fxe5 4.Qh5+ g6 5.Qxe5+ Ne7 6.Qxh8,"1.e4 e5 2.d4 f6? (Black should just play 2...exd4) 3.dxe5 fxe5 4.Qh5+ g6 5.Qxe5+ Ne7 6.Qxh8, winning the rook.","Wall - Kay, Internet 1996"
Dunst Opening,Dunst Opening,1.Nc3 d5 2.e4 d4 3.Nd5 f5 4.Bc4 fxe4 5.Qh5+ g6 6.Qe5 c6 7.Nc7+ Kd7 8.Be6#,1.Nc3 d5 2.e4 d4 3.Nd5 f5 4.Bc4 fxe4 5.Qh5+ g6 6.Qe5 c6 7.Nc7+ Kd7 8.Be6 mate,"Harding - Unknown, London 1974"
Dunst Opening,Dunst Opening,1.Nc3 d5 2.e4 d4 3.Nce2 c5 4.Ng3 e5 5.Nf3 Bg4 6.Bc4 f6 7.Nxe5 Bxd1 8.Bf7+ Ke7 9.Nf5#,1.Nc3 d5 2.e4 d4 3.Nce2 c5 4.Ng3 e5 5.Nf3 Bg4 6.Bc4 f6? 7.Nxe5! Bxd1?? 8.Bf7+ Ke7 9.Nf5 mate,"Moody - Bender, Postal 1977"
Dunst Opening,Dunst Opening,1.Nc3 d5 2.e4 dxe4 3.Bc4 Nf6 4.f3 Bf5 5.g4 Bg6 6.g5 exf3 7.Qxf3 Qd4 8.Qxb7 Ng4 9.Qxa8 Qf2+ 10.Kd1 Ne3+ 11.dxe3 Bxc2#,1.Nc3 d5 2.e4 dxe4 3.Bc4 Nf6 4.f3 Bf5 5.g4 Bg6 6.g5 exf3 7.Qxf3 Qd4 8.Qxb7 Ng4 9.Qxa8?? [White overlooks 9.Qc8+! Qd8 10.Bb5+] Qf2+ 10.Kd1 Ne3+ 11.dxe3 Bxc2 mate,"Aasum - Frenzel, Germany 1989"
Dunst Opening,Dunst Opening,1.Nc3 d5 2.e4 dxe4 3.Nxe4 Nd7 4.Bc4 Ngf6 5.Ng5 e6 6.Qe2 Be7 7.Nxf7 Kxf7 8.Qxe6+,1.Nc3 d5 2.e4 dxe4 3.Nxe4 Nd7 4.Bc4 Ngf6 5.Ng5 e6 6.Qe2 Be7 [perhaps 6…Nb6] 7.Nxf7 Kxf7 8.Qxe6+ and White is up several pawns and a strong attack,"Myers - Savon, New York 1959"
Dunst Opening,Dunst Opening,1.Nc3 d5 2.e4 dxe4 3.Nxe4 e5 4.Bc4 Be7 5.Qh5 Nh6 6.d3,1.Nc3 d5 2.e4 dxe4 3.Nxe4 e5 4.Bc4 Be7 5.Qh5 Nh6 6.d3 and threatening 7.Bxh6 and 8.Qxf7,"Van Geet - Sande, Postal 1982"
Dunst Opening,Dunst Opening,1.Nc3 d5 2.e4 dxe4 3.Nxe4 e5 4.Bc4 Bf5 5.Qf3 Qd7 6.Ng5 Nc6 7.Bxf7+ Kd8 8.Be6 Bxe6 9.Qxf8+ 10.Nxe6+,1.Nc3 d5 2.e4 dxe4 3.Nxe4 e5 4.Bc4 Bf5 5.Qf3 Qd7 6.Ng5 Nc6 7.Bxf7+ Kd8 8.Be6 Bxe6 9.Qxf8+ and if 9...Qe8 10.Nxe6+ wins a piece,"Goldberg - Lewin, South Africa 1982"
Dunst Opening,Dunst Opening,1.Nc3 d5 2.e4 dxe4 3.Nxe4 e5 4.Nf3 Bg4 5.h3 Bxf3 6.Qxf3 Be7 7.Bc4 Nh6 8.d3 g5 9.Qh5 10.Qxf7+ Kd7 11.Nc5+,1.Nc3 d5 2.e4 dxe4 3.Nxe4 e5 4.Nf3 Bg4 5.h3 Bxf3 6.Qxf3 Be7 [safer is 6…Nc6] 7.Bc4 [threatening 8.Qxf7] 7…Nh6 8.d3 [threatening 9.Bxh6 gxh6 10.Qxf7] 8…g5 9.Qh5 and Black loses the Knight. If 9…Ng8 10.Qxf7+ Kd7 11.Nc5+ is strong,"Myers - Meifert, Racine 1955"
Dutch Defense,Dutch Defense,1.d4 f5 2.Nc3 Nf6 3.Nf3 e6 4.e3 Bb4 5.Bb5 c6 6.Ba4 Ne4 7.Qe2 Nxc3 8.bxc3 Bxc3+,"1.d4 f5 2.Nc3 Nf6 3.Nf3 e6 4.e3 Bb4 5.Bb5 c6 6.Ba4 Ne4 7.Qe2 Nxc3 8.bxc3 Bxc3+, winning the rook","MacKid - Wall, Internet 1996"
Dutch Defense,Dutch Defense,1.d4 f5 2.Nc3 Nf6 3.Bg5 d5 4.Bxf6 exf6 5.e3 c6 6.Bd3 Qb6 7.a3 Qxb2 8.Na4,1.d4 f5 2.Nc3 Nf6 3.Bg5 d5 4.Bxf6 exf6 5.e3 c6 6.Bd3 Qb6 7.a3 Qxb2?? [7…Bd6 is more natural] 8.Na4 traps the Queen,"Vaiser - Mutzner, Mendrisio 1988"
Dutch Defense,Dutch Defense,1.d4 f5 2.Nc3 Nf6 3.Bg5 h6 4.Bxf6 exf6 5.e4 Bb4 6.Qh5+ Kf8 7.Bc4 Qe7 8.Ne2 fxe4 9.O-O-O c6 10.Nf4,"1.d4 f5 2.Nc3 Nf6 3.Bg5 h6 4.Bxf6 exf6 5.e4 Bb4 6.Qh5+ Kf8 7.Bc4 Qe7 8.Ne2 fxe4 9.O-O-O c6 10.Nf4, threatening 11.Ng6 and forking King, Queen, and Rook","Wall - McKone, Palo Alto 1989"
Dutch Defense,Dutch Defense,1.d4 f5 2.c4 Nf6 3.Nc3 g6 4.h4 Bg7 5.h5 Nxh5 6.e4 e6 7.exf5 exf5 8.Rxh5 gxh5 9.Qxh5+ Kf8 10.Nd5 h6 11.Qxf5+ Kg8 12.Qe4 Kf7 13.Be2 Rf8 14.Bxh6 15.Qh7+,"1.d4 f5 2.c4 Nf6 3.Nc3 g6 4.h4 Bg7 5.h5 Nxh5 6.e4 e6 7.exf5 exf5 8.Rxh5 gxh5 9.Qxh5+ Kf8 10.Nd5 h6 11.Qxf5+ Kg8 12.Qe4 Kf7? [12…Nc6 is playable] 13.Be2 [or 13.Qf4+ and 14.Nxc7, winning the Rook] 13…Rf8 14.Bxh6 and if 14…Bxh6 15.Qh7+ leads to mate","Piket - Klip, Netherlands 1993"
Dutch Defense,Dutch Defense,1.d4 f5 2.Be3 Nf6 3.Qd3 e6 4.Bg5 c5 5.dxc5 Bxc5 6.g3 Qb6 7.Be3 Qxb2 8.Qc3 Bb4,1.d4 f5 2.Be3?! Nf6 3.Qd3 e6 4.Bg5 c5 5.dxc5 Bxc5 6.g3 Qb6 7.Be3 Qxb2 8.Qc3?? Bb4 wins the Queen,"Hamlet - Wall, Internet 1997"
Dutch Defense,Staunton Gambit,1.d4 f5 2.e4 d6 3.c4 Nf6 4.Nc3 b6 5.exf5 Bxf5 6.Qf3 c6 7.Qxf5,"1.d4 f5 2.e4 (the Staunton Gambit) 2...d6 3.c4 Nf6 4.Nc3 b6? 5.exf5 Bxf5 6.Qf3 (threatening 7.Qxa8 and winning the rook) 6...c6 7.Qxf5, winning the Bishop.","Jorgensen - Jensen, Denmark 1988"
Dutch Defense,Dutch Defense,1.d4 f5 2.e4 fxe4 3.Nc3 e5 4.Qh5+ Qe7 5.Qxe5+ Qe7 6.Qxh8,"1.d4 f5 2.e4 fxe4 3.Nc3 e5 4.Qh5+ Qe7 5.Qxe5+ Qe7 6.Qxh8, wins the Rook","Wall - McKone, Palo Alto 1989"
Dutch Defense,Dutch Defense,1.d4 f5 2.e4 fxe4 3.Nc3 Nf6 4.g4 h6 5.f4 d5 6.Be2 a6 7.g5 Nfd7 8.Bh5+ g6 9.Bxg6#,1.d4 f5 2.e4 fxe4 3.Nc3 Nf6 4.g4 h6 5.f4 d5 6.Be2 a6 7.g5 Nfd7 8.Bh5+ g6 9.Bxg6 mate,"Wall - Macho, Internet 1996"
Dutch Defense,Dutch Defense,1.d4 f5 2.e4 fxe4 3.Nc3 Nf6 4.Bg5 h6 5.Bxf6 exf6 6.Qh5+ Ke7 7.Bc4 Nc6 8.Qf7+ Kd6 9.Nxe4#,1.d4 f5 2.e4 fxe4 3.Nc3 Nf6 4.Bg5 h6 5.Bxf6 exf6 6.Qh5+ Ke7 7.Bc4 Nc6?? [7…c6 provides an escape route for the King] 8.Qf7+ Kd6 9.Nxe4 mate,"Krongraf - Monsehr, Postal 1989"
Dutch Defense,Dutch Defense,1.d4 f5 2.e4 g6 3.exf5 gxf5 4.Qh5#,1.d4 f5 2.e4 g6? 3.exf5 gxf5?? 4.Qh5 mate,"Welling - Braamkolk, Netherlands"
Dutch Defense,Dutch Defense,1.d4 f5 2.g4 fxg4 3.h3 Nf6 4.hxg4 Nxg4 5.Qd3 Nf6 6.Rxh7,"1.d4 f5 2.g4 fxg4 3.h3 Nf6 4.hxg4 Nxg4 5.Qd3 Nf6?? [Black’s best is 5…g6] 6.Rxh7, threatening the Rook or mate with 7.Qg6","Zilbermints - Ashley, New York 1991"
Dutch Defense,Dutch Defense,1.d4 f5 2.Bg5 c6 3.Nc3 d5 4.e4 dxe4 5.Bc4 g6 6.f3 Bg7 7.fxe4 Bxd4 8.Qd2 Bf6 9.Bf7+ Kxf7 10.Qxd8,1.d4 f5 2.Bg5 c6 3.Nc3 d5 4.e4 dxe4 5.Bc4 g6 6.f3 Bg7 7.fxe4 Bxd4 8.Qd2 Bf6?? [better is 8…Nf6] 9.Bf7+ wins the Queen after 9…Kxf7 10.Qxd8,"Carlson - Jones, England 1995"
Dutch Defense,Dutch Defense,1.d4 f5 2.Bg5 g6 3.Nc3 Nh6 4.e4 Nf7 5.h4 Nxg5 6.hxg5 d6 7.exf5 Bxf5 8.g4 Bd7 9.Bd3 Bg7 10.Rxh7 11.Bxg6+,1.d4 f5 2.Bg5 g6 3.Nc3 Nh6 4.e4 Nf7 5.h4 Nxg5 6.hxg5 d6 7.exf5 Bxf5 8.g4 Bd7 [perhaps 8…Bc8 is better] 9.Bd3 Bg7 10.Rxh7 wins a pawn since 10…Rxh7?? 11.Bxg6+ would win a rook. Black should now play 10…O-O,"Gazarek - Krumpak, Ljubljana 1995"
Dutch Defense,Dutch Defense,1.d4 f5 2.Bg5 h6 3.Bf4 g5 4.Bg3 f4 5.e3 h5 6.Bd3 Rh6 7.Qxh5+ Rxh5 8.Bg6#,1.d4 f5 2.Bg5 h6 3.Bf4 g5 4.Bg3 f4 5.e3 h5 (5...fxg3?? Qh5 mate) 6.Bd3 (threatening 7.Bg6 mate) 6...Rh6 7.Qxh5+! Rxh5 8.Bg6 mate,"Teed - Delmar, New York 1896"
English Opening,English Opening,1.c4 c5 2.Nc3 e5 3.e3 Ne7 4.Nb5 d5 5.Qa4 Bd7 6.Nd6#,1.c4 c5 2.Nc3 e5 3.e3 Ne7 4.Nb5 d5 5.Qa4 Bd7?? [Black should play 5…Nbc6] 6.Nd6 mate,"Corneliussen - Jensen, Denmark 1991"
English Opening,English Opening,1.c4 c5 2.Nc3 e6 3.Nf3 Ne7 4.Ne4 f5 5.Nd6#,1.c4 c5 2.Nc3 e6 3.Nf3 Ne7 4.Ne4 f5?? 5.Nd6 mate.,"Fraenkell - Unknown, Helsinki 1934"
English Opening,English Opening,1.c4 c5 2.d4 cxd4 3.Nf3 e5 4.Nxe5 Qa5+ 5.Qxe5,1.c4 c5 2.d4 cxd4 3.Nf3 (hoping to win back the pawn) 3...e5 4.Nxe5?? Qa5+ and Black resigned since White wins the Knight after 5...Qxe5.,"Combe - Hasenfuss, Folkestone 1933"
English Opening,English Opening,1.c4 c5 2.Nf3 Nc6 3.d4 cxd4 4.Nxd4 g6 5.b3 Bg7 6.Bb2 Nxd4 7.Bxd4 Qa5+ 8.Nc3 Qxc3+ 9.Bxc3 Bxc3+ 10.Qd2 Bxd2+,1.c4 c5 2.Nf3 Nc6 3.d4 cxd4 4.Nxd4 g6 5.b3 Bg7 6.Bb2?? Nxd4! 7.Bxd4 Qa5+ and Black wins a piece since 8.Nc3 fails to 8…Qxc3+ 9.Bxc3 Bxc3 10.Qd2 Bxd2+,"Panzalovic - Dancevski, 1990"
English Opening,English Opening,1.c4 d5 2.cxd5 Nf6 3.e4 Nxe4 4.Qa4+ 5.Qxe4,1.c4 d5 2.cxd5 Nf6 3.e4 Nxe4?? 4.Qa4+ and 5.Qxe4,"Lehmann - Schulz, Berlin 1950"
English Opening,English Opening,1.c4 e5 2.Nc3 Nc6 3.Nf3 f5 4.d4 e4 5.Bg5 Nf6 6.d5 exf3 7.dxc6 fxg2 8.cxd7+ Nxd7 9.Bxd8 gxh1=Q,1.c4 e5 2.Nc3 Nc6 3.Nf3 f5 4.d4 e4 5.Bg5 Nf6 6.d5 exf3 7.dxc6 fxg2 8.cxd7+? [8.Bxg2 should be played] 8…Nxd7! wins a piece since 9.Bxd8 gxh1=(Q) wins the Rook and gets the Queen back,"Doroshkievich - Tukmakov, Riga 1970"
English Opening,English Opening,1.c4 e5 2.Nc3 Nc6 3.Nf3 g6 4.d4 exd4 5.Nd5 h6 6.Nxd4 Bg7 7.Bf4 d6 8.Nb5 Bxb2 9.Nbxc7+,1.c4 e5 2.Nc3 Nc6 3.Nf3 g6 4.d4 exd4 5.Nd5 h6 6.Nxd4 Bg7? [perhaps 6…Nf6 first] 7.Bf4 d6 8.Nb5 Bxb2 9.Nbxc7+ wins the exchange,"Petek - Ptacnikova, Czechoslovakia 1995"
English Opening,English Opening,1.c4 e5 2.Nc3 Nc6 3.g3 Nf6 4.Bg2 Bb4 5.Nd5 Nxd5 6.cxd5 Nd4 7.e3 Nf5 8.Qg4,"1.c4 e5 2.Nc3 Nc6 3.g3 Nf6 4.Bg2 Bb4 5.Nd5 Nxd5 6.cxd5 Nd4? [best is 6…Ne7] 7.e3 Nf5 8.Qg4, threatening Knight and Bishop","Kaprinay - H Hubner, 1926"
English Opening,English Opening,1.c4 e5 2.Nc3 Nf6 3.d3 b6 4.b3 Bb7 5.Bb2 Bc5 6.Nd5 Nxd5 7.cxd5 Bxd5 8.Bxe5 Bb4+ 9.Qd2 Bxd2+,"1.c4 e5 2.Nc3 Nf6 3.d3 b6 4.b3 Bb7 5.Bb2 Bc5 6.Nd5 Nxd5 7.cxd5 Bxd5 8.Bxe5 Bb4+ 9.Qd2 Bxd2+, wins the Queen","Mason - Wall, Palo Alto 1990"
English Opening,English Opening,1.c4 e5 2.Nc3 Nf6 3.Nf3 Nc6 4.d4 exd4 5.Nxd4 Bb4 6.Bg5 h6 7.Bh4 Ne4 8.Bxd8 Nxc3 9.Nxc6 Nxd1+ 10.Nxb4,"1.c4 e5 2.Nc3 Nf6 3.Nf3 Nc6 4.d4 exd4 5.Nxd4 Bb4 6.Bg5 h6 7.Bh4 Ne4 8.Bxd8 Nxc3 9.Nxc6 Nxd1+ 10.Nxb4, wins a piece","Muller - Duchamp, The Hague 1928"
English Opening,English Opening,1.c4 e5 2.Nc3 Nf6 3.Nf3 Nc6 4.g3 Bb4 5.Nd5 Nxd5 6.cxd5 e4 7.dxc6 exf3 8.Qb3,1.c4 e5 2.Nc3 Nf6 3.Nf3 Nc6 4.g3 Bb4 5.Nd5 Nxd5 6.cxd5 e4 7.dxc6 exf3 8.Qb3 wins a piece,"Petrosian - Ree, Wijk aan Zee 1971"
English Opening,English Opening,1.c4 e5 2.Nc3 Nf6 3.Nf3 e4 4.Ng5 Be7 5.Nxe4 d5 6.Nxf6+ Bxf6 7.Nxd5 O-O 8.e3 b5 9.Qf3 Bb7 10.Nxf6+,1.c4 e5 2.Nc3 Nf6 3.Nf3 e4 4.Ng5 Be7?! [4…b5 has been played] 5.Nxe4 d5? [safest is 5…O-O] 6.Nxf6+ Bxf6 7.Nxd5 O-O 8.e3 b5? [8…Bg5] 9.Qf3 Bb7?? 10.Nxf6+ wins the Bishop,"Wall - Xfile, Internet 1997"
English Opening,English Opening,1.c4 e5 2.Nc3 Nf6 3.g3 c6 4.d3 d5 5.Bg5 d4 6.Ne4 Nxe4 7.Bxd8 Bb4+ 8.Qd2 Bxd2#,1.c4 e5 2.Nc3 Nf6 3.g3 c6 4.d3 d5 5.Bg5 d4 6.Ne4 Nxe4! wins after 7.Bxd8 Bb4+ 8.Qd2 Bxd2 mate,"Molero - Lootsma, Stockholm 1980"
English Opening,English Opening,1.c4 e5 2.Nc3 Nf6 3.g3 Bc5 4.Bg2 d6 5.e3 Nc6 6.Nge2 Be6 7.Nd5 Nb4 8.Nxb4 9.Qa4+ 10.Qxb4,"1.c4 e5 2.Nc3 Nf6 3.g3 Bc5 4.Bg2 d6 5.e3 Nc6 6.Nge2 Be6 7.Nd5 Nb4 8.Nxb4 and White wins a piece. If 8...Bxb4, then 9.Qa4+ and 10.Qxb4","Ozols - Reides, Stockholm 1937"
English Opening,English Opening,1.c4 e6 2.Nf3 Bg4 3.Qb3 Qc8 4.h3 Bh5 5.Qb5+ 6.Qxh5,1.c4 e6 2.Nf3 Bg4 3.Qb3 (threatening 4.Qxb7) 3...Qc8 4.h3 Bh5?? (Black should take the Knight or back up along the other diagonal) 5.Qb5+ and White wins the Bishop after 6.Qxh5,"Schmitt - Pribyl, Altenssteig 1990"
English Opening,English Opening,1.c4 Nf6 2.Nc3 d5 3.d4 Bf5 4.Qb3 Nc6 5.cxd5 Nxd4 6.Qa4+,1.c4 Nf6 2.Nc3 d5 3.d4 Bf5 4.Qb3 Nc6 5.cxd5 Nxd4 6.Qa4+ wins a piece,"Knopp - Koebele, 1992"
English Opening,English Opening,1.c4 Nf6 2.Nc3 d5 3.cxd5 Nxd5 4.g3 Nxc3 5.bxc3 e6 6.Bg2 Be7 7.Rb1 O-O 8.Bxb7,1.c4 Nf6 2.Nc3 d5 3.cxd5 Nxd5 4.g3 Nxc3 5.bxc3 e6 6.Bg2 Be7 7.Rb1 O-O 8.Bxb7? [8.Rxb7 should have been played] 8…Bxb7 9.Rxb7 Qd5 wins a Rook,"Brooks - Wall, Thailand 1973"
English Opening,English Opening,1.c4 Nf6 2.Nc3 e6 3.e4 Nc6 4.Nge2 b6 5.g3 Ne5 6.d4 Nf3#,1.c4 Nf6 2.Nc3 e6 3.e4 Nc6 4.Nge2 b6 5.g3 Ne5 6.d4?? Nf3 mate,"Mantia - Trogdon, Dayton 1979"
English Opening,English Opening,1.c4 Nf6 2.f4 e6 3.d3 Bc5 4.Nf3 O-O 5.b3 Ng4 6.h3 Bf2+ 7.Kd2 Ne3,1.c4 Nf6 2.f4?! e6 3.d3 Bc5 4.Nf3 O-O 5.b3 Ng4 6.h3?? [6.d4 is best] 6…Bf2+ 7.Kd2 Ne3 wins the Queen,"Rodman - Wall, Internet 1996"
